,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,I21g4QAmiTqJE1F7Hj4pJg,the-district-providence-2,The District,https://s3-media1.fl.yelpcdn.com/bphoto/RyEruboTFsJIP_Eptuq6vQ/o.jpg,False,https://www.yelp.com/biz/the-district-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,624,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 41.81731, 'longitude': -71.4076}","['pickup', 'delivery']",$$,"{'address1': '54 South St', 'address2': None, 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['54 South St', 'Providence, RI 02903']}",+14014210050,(401) 421-0050,1122.489657359566
11,FX6rwBH71KYtERbrMxPhFg,massimo-restaurant-providence,Massimo Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/do4fX_EoFoXf2-xL-RBNxg/o.jpg,False,https://www.yelp.com/biz/massimo-restaurant-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,688,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 41.82312, 'longitude': -71.42237}","['pickup', 'delivery']",$$,"{'address1': '134 Atwells Ave', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['134 Atwells Ave', 'Providence, RI 02903']}",+14012730650,(401) 273-0650,688.5583202154505
12,Fjcifbb_US90US2pkmYD9A,ellies-providence-5,Ellie's,https://s3-media2.fl.yelpcdn.com/bphoto/qOBKGEWQj_katokvQHJjmQ/o.jpg,False,https://www.yelp.com/biz/ellies-providence-5?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,428,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]",4.5,"{'latitude': 41.82155, 'longitude': -71.41305}","['pickup', 'delivery']",$$,"{'address1': '225 Weybosset St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['225 Weybosset St', 'Providence, RI 02903']}",+14015633333,(401) 563-3333,494.10731686118595
13,R4MCGC18pBfm4bPn1XiONg,waterman-grille-providence,Waterman Grille,https://s3-media3.fl.yelpcdn.com/bphoto/biUDvqy9j6tlWVfhrbwZEQ/o.jpg,False,https://www.yelp.com/biz/waterman-grille-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,576,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 41.82712, 'longitude': -71.38094}",['delivery'],$$$,"{'address1': '4 Richmond Sq', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['4 Richmond Sq', 'Providence, RI 02906']}",+14015219229,(401) 521-9229,2817.708741942656
14,HHbQbs4RkBiHMjV8jZi8vg,flatbread-providence-providence,Flatbread - Providence,https://s3-media4.fl.yelpcdn.com/bphoto/kvmca5v7gJ1_PQ3S9st4_Q/o.jpg,False,https://www.yelp.com/biz/flatbread-providence-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,402,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 41.829946579229805, 'longitude': -71.40049587271531}","['delivery', 'pickup']",$$,"{'address1': '161 Cushing St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['161 Cushing St', 'Providence, RI 02906']}",+14012732737,(401) 273-2737,1279.5196530456335
15,BKkFIWXSIekxGfUTtEf3Hw,north-providence,North,https://s3-media1.fl.yelpcdn.com/bphoto/vcwqJ1BhOalfatwYI8YIpg/o.jpg,False,https://www.yelp.com/biz/north-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,513,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 41.8231661623836, 'longitude': -71.4158219588282}",['delivery'],$$,"{'address1': '122 Fountain St', 'address2': None, 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['122 Fountain St', 'Providence, RI 02903']}",,,304.2367964470104
16,J4lY9l9LsKWBTa49cY0-mw,providence-coal-fired-pizza-providence,Providence Coal Fired Pizza,https://s3-media3.fl.yelpcdn.com/bphoto/2D8n8ugTYOnmybYEIIR3Dg/o.jpg,False,https://www.yelp.com/biz/providence-coal-fired-pizza-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,684,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 41.8213654, 'longitude': -71.4150314}","['pickup', 'delivery']",$$,"{'address1': '385 Westminster St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['385 Westminster St', 'Providence, RI 02903']}",+14014547499,(401) 454-7499,493.9824760982867
17,N9jaUshe-zTISxhlwAmfJg,the-eddy-providence,The Eddy,https://s3-media2.fl.yelpcdn.com/bphoto/HDwysZYnl2F9pyovQDlO_Q/o.jpg,False,https://www.yelp.com/biz/the-eddy-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,409,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.8228961, 'longitude': -71.4122083}",['delivery'],$$,"{'address1': '95 Eddy St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['95 Eddy St', 'Providence, RI 02903']}",+14018313339,(401) 831-3339,392.6896813785305
18,G6vALDuVCYRu5kThgvVzdQ,providence-oyster-bar-providence,Providence Oyster Bar,https://s3-media3.fl.yelpcdn.com/bphoto/TmD2FE9hmsVN6huL05L7pw/o.jpg,False,https://www.yelp.com/biz/providence-oyster-bar-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,563,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 41.82385, 'longitude': -71.42741}",['delivery'],$$$,"{'address1': '283 Atwells Ave', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['283 Atwells Ave', 'Providence, RI 02903']}",+14012728866,(401) 272-8866,1061.489835474036
19,VklIVc-DaOJ3hYac72Lkog,hometown-cafe-and-poké-bar-providence,Hometown Cafe & Poké Bar,https://s3-media3.fl.yelpcdn.com/bphoto/EiDcXyUJCBTMcDtFU8YgoQ/o.jpg,False,https://www.yelp.com/biz/hometown-cafe-and-pok%C3%A9-bar-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,212,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,"{'latitude': 41.8435341, 'longitude': -71.4021104}","['pickup', 'delivery']",$$,"{'address1': '185 Camp St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['185 Camp St', 'Providence, RI 02906']}",+14018681247,(401) 868-1247,2237.3549445535077
20,IZXL4SUIVtQU4AN3RPeI1A,dune-brothers-providence,Dune Brothers,https://s3-media2.fl.yelpcdn.com/bphoto/UZ8X9dukhunEm87gI2cWrw/o.jpg,False,https://www.yelp.com/biz/dune-brothers-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,264,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 41.8213929, 'longitude': -71.40835}",['delivery'],$$,"{'address1': '239 Dyer St', 'address2': '', 'address3': None, 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['239 Dyer St', 'Providence, RI 02903']}",+14014801269,(401) 480-1269,890.1378648684115
21,JYoMNZCRzwDvQhWUZmRAHQ,olneyville-new-york-system-providence,Olneyville New York System,https://s3-media3.fl.yelpcdn.com/bphoto/zZ89iEKXufBt_lCtY_FTNg/o.jpg,False,https://www.yelp.com/biz/olneyville-new-york-system-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,462,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]",4.5,"{'latitude': 41.8163709, 'longitude': -71.4441261}","['pickup', 'delivery']",$,"{'address1': '18 Plainfield St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['18 Plainfield St', 'Providence, RI 02909']}",+14016219500,(401) 621-9500,2629.2463311047013
22,9zGHrkw6fw_JoJQ55r_poQ,broadway-bistro-providence,Broadway Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/yEPSDc7kxeCCFrknqjao7Q/o.jpg,False,https://www.yelp.com/biz/broadway-bistro-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,348,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 41.82113, 'longitude': -71.4244401}",['delivery'],$$,"{'address1': '205 Broadway', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['205 Broadway', 'Providence, RI 02903']}",+14013312450,(401) 331-2450,946.1703937621699
23,fUBqSWOI5EkyXboVvov4hA,al-forno-restaurant-providence,Al Forno Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/J3p0hVKAz-aIv7OgYaePIg/o.jpg,False,https://www.yelp.com/biz/al-forno-restaurant-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,622,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 41.81712, 'longitude': -71.40085}",['delivery'],$$$,"{'address1': '577 S Water St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['577 S Water St', 'Providence, RI 02903']}",+14012739760,(401) 273-9760,1514.973053918837
24,F1mooLoaO665rNr--CZlNw,bayberry-beer-hall-providence,Bayberry Beer Hall,https://s3-media2.fl.yelpcdn.com/bphoto/pmcnhZ8apC_mLQ8-rnfOTw/o.jpg,False,https://www.yelp.com/biz/bayberry-beer-hall-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,314,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 41.81927, 'longitude': -71.42258}",['delivery'],$$,"{'address1': '381 W Fountain St', 'address2': None, 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['381 W Fountain St', 'Providence, RI 02903']}",+14013839487,(401) 383-9487,945.8216562781029
25,EJNox_yLo3qy5_sWpjwR3g,seven-stars-bakery-providence,Seven Stars Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/G6petJpb5fHzfBrmTt71og/o.jpg,False,https://www.yelp.com/biz/seven-stars-bakery-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,461,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 41.84957, 'longitude': -71.39505}",['delivery'],$$,"{'address1': '820 Hope St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['820 Hope St', 'Providence, RI 02906']}",+14015212200,(401) 521-2200,3114.6434310556324
26,bKiYncygmFqKC27CZe81TA,harrys-bar-and-burger-providence-6,Harry's Bar & Burger,https://s3-media2.fl.yelpcdn.com/bphoto/ggtRaUz4zeDujFkW7QdUdg/o.jpg,False,https://www.yelp.com/biz/harrys-bar-and-burger-providence-6?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,701,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.0,"{'latitude': 41.828261, 'longitude': -71.409293}","['pickup', 'delivery']",$$,"{'address1': '121 N Main St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['121 N Main St', 'Providence, RI 02903']}",+14012287437,(401) 228-7437,538.936430700158
27,L4vVDTfN_eqh0-MilCvLug,rogue-island-local-kitchen-and-bar-providence-2,Rogue Island Local Kitchen & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/yUpTvpcsHi1wQQ6RO1DYwQ/o.jpg,False,https://www.yelp.com/biz/rogue-island-local-kitchen-and-bar-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,538,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 41.8234995102262, 'longitude': -71.4104641716542}","['pickup', 'delivery']",$$,"{'address1': '65 Weybosset St', 'address2': 'Ste 108', 'address3': '', 'city': 'Providence', 'zip_code': '02903', 'country': 'US', 'state': 'RI', 'display_address': ['65 Weybosset St', 'Ste 108', 'Providence, RI 02903']}",+14018313733,(401) 831-3733,449.4876931373041
28,ZpYI1TCR_4z8FxgGvzNP7Q,tricycle-ice-cream-providence,Tricycle Ice Cream,https://s3-media1.fl.yelpcdn.com/bphoto/0U8cw_f81ykoEPjwLWh4qQ/o.jpg,False,https://www.yelp.com/biz/tricycle-ice-cream-providence?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,140,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'streetvendors', 'title': 'Street Vendors'}]",5.0,"{'latitude': 41.8187472767932, 'longitude': -71.4246749505401}",['delivery'],$,"{'address1': '70 Battey St', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02906', 'country': 'US', 'state': 'RI', 'display_address': ['70 Battey St', 'Providence, RI 02906']}",+14017413549,(401) 741-3549,1128.1412175975292
29,Dss7eQHntgNoyh_eDqbqeg,seven-stars-bakery-providence-2,Seven Stars Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/rc8gkqfBUyRfuBHjt1hHaA/o.jpg,False,https://www.yelp.com/biz/seven-stars-bakery-providence-2?adjust_creative=OB7bJxGzBA_Gc49Z1rFK5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=OB7bJxGzBA_Gc49Z1rFK5w,308,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 41.8197608, 'longitude': -71.4289829}",['delivery'],$,"{'address1': '342 Broadway', 'address2': '', 'address3': '', 'city': 'Providence', 'zip_code': '02909', 'country': 'US', 'state': 'RI', 'display_address': ['342 Broadway', 'Providence, RI 02909']}",+14015212200,(401) 521-2200,1347.6163030358707
